State,Year,Month,Value
Kansas,2019,February,28
Kansas,2019,January,17
Kansas,2019,July,0
Kansas,2019,June,0
Kansas,2019,March,31
Kansas,2019,May,29
Kansas,2019,November,0
Kansas,2019,October,0
Kansas,2019,September,0
Kansas,2019,September,0
Kentucky,2014,April,15
Kentucky,2014,August,0
Kentucky,2014,December,0
Kentucky,2014,February,28
Kentucky,2014,January,24
Kentucky,2014,July,0
Kentucky,2014,June,0
Kentucky,2014,March,31
Kentucky,2014,May,0
Kentucky,2014,November,0
Kentucky,2014,October,0
Kentucky,2014,September,0
Kentucky,2014,September,0
Kentucky,2015,April,0
Kentucky,2015,August,0
Kentucky,2015,December,0
Kentucky,2015,February,28
Kentucky,2015,January,25
Kentucky,2015,July,0
Kentucky,2015,June,0
Kentucky,2015,March,25
Kentucky,2015,May,0
Kentucky,2015,November,0
Kentucky,2015,October,0
Kentucky,2015,September,0
Kentucky,2015,September,0
Kentucky,2016,April,15
Kentucky,2016,August,0
Kentucky,2016,December,0
Kentucky,2016,February,29
Kentucky,2016,January,26
Kentucky,2016,July,0
Kentucky,2016,June,0
Kentucky,2016,March,31
Kentucky,2016,May,0
Kentucky,2016,November,0
Kentucky,2016,October,0
Kentucky,2016,September,0
Kentucky,2016,September,0
Kentucky,2017,April,0
Kentucky,2017,August,0
Kentucky,2017,December,0
Kentucky,2017,February,28
Kentucky,2017,January,28
Kentucky,2017,July,0
Kentucky,2017,June,0
Kentucky,2017,March,30
Kentucky,2017,May,0
Kentucky,2017,November,0
Kentucky,2017,October,0
Kentucky,2017,September,0
Kentucky,2017,September,0
Kentucky,2018,April,14
Kentucky,2018,August,0
Kentucky,2018,December,0
Kentucky,2018,February,28
Kentucky,2018,January,29
Kentucky,2018,July,0
Kentucky,2018,June,0
Kentucky,2018,March,31
Kentucky,2018,May,0
Kentucky,2018,November,0
Kentucky,2018,October,0
Kentucky,2018,September,0
Kentucky,2018,September,0
Kentucky,2019,April,0
Kentucky,2019,August,0
Kentucky,2019,December,0
Kentucky,2019,February,28
Kentucky,2019,January,23
Kentucky,2019,July,0
Kentucky,2019,June,0
Kentucky,2019,March,28
Kentucky,2019,May,0
Kentucky,2019,November,0
Kentucky,2019,October,0
Kentucky,2019,September,0
Kentucky,2019,September,0
Louisiana,2014,April,30
Louisiana,2014,August,0
Louisiana,2014,December,0
Louisiana,2014,February,0
Louisiana,2014,January,0
Louisiana,2014,July,0
Louisiana,2014,June,2
Louisiana,2014,March,21
Louisiana,2014,May,31
Louisiana,2014,November,0
Louisiana,2014,October,0
Louisiana,2014,September,0
Louisiana,2014,September,0
Louisiana,2015,April,17
Louisiana,2015,August,0
Louisiana,2015,December,0
Louisiana,2015,February,0
Louisiana,2015,January,0
Louisiana,2015,July,0
Louisiana,2015,June,11
Louisiana,2015,March,0
Louisiana,2015,May,31
Louisiana,2015,November,0
Louisiana,2015,October,0
Louisiana,2015,September,0
Louisiana,2015,September,0
Louisiana,2016,April,30
Louisiana,2016,August,0
Louisiana,2016,December,0
Louisiana,2016,February,0
Louisiana,2016,January,0
Louisiana,2016,July,0
Louisiana,2016,June,6
Louisiana,2016,March,17
Louisiana,2016,May,31
Louisiana,2016,November,0
Louisiana,2016,October,0
Louisiana,2016,September,0
Louisiana,2016,September,0
Louisiana,2017,April,20
Louisiana,2017,August,0
Louisiana,2017,December,0
Louisiana,2017,February,0
Louisiana,2017,January,0
Louisiana,2017,July,0
Louisiana,2017,June,8
Louisiana,2017,March,0
Louisiana,2017,May,31
Louisiana,2017,November,0
Louisiana,2017,October,0
Louisiana,2017,September,0
Louisiana,2017,September,0
Louisiana,2018,April,30
Louisiana,2018,August,0
Louisiana,2018,December,0
Louisiana,2018,February,0
Louisiana,2018,January,0
Louisiana,2018,July,0
Louisiana,2018,June,0
Louisiana,2018,March,19
Louisiana,2018,May,18
Louisiana,2018,November,0
Louisiana,2018,October,0
Louisiana,2018,September,0
Louisiana,2018,September,0
Louisiana,2019,April,22
Louisiana,2019,August,0
Louisiana,2019,December,0
Louisiana,2019,February,0
Louisiana,2019,January,0
Louisiana,2019,July,0
Louisiana,2019,June,6
Louisiana,2019,March,0
Louisiana,2019,May,31
Louisiana,2019,November,0
Louisiana,2019,October,0
Louisiana,2019,September,0
Louisiana,2019,September,0
Maine,2014,April,17
Maine,2014,August,0
Maine,2014,December,0
Maine,2014,February,28
Maine,2014,January,23
Maine,2014,July,0
Maine,2014,June,0
Maine,2014,March,31
Maine,2014,May,0
Maine,2014,November,0
Maine,2014,October,0
Maine,2014,September,0
Maine,2014,September,0
Maine,2015,April,30
Maine,2015,August,0
Maine,2015,December,0
Maine,2015,February,28
Maine,2015,January,30
Maine,2015,July,16
Maine,2015,June,30
Maine,2015,March,31
Maine,2015,May,31
Maine,2015,November,0
Maine,2015,October,0
Maine,2015,September,0
Maine,2015,September,0
Maine,2016,April,16
Maine,2016,August,0
Maine,2016,December,0
Maine,2016,February,29
Maine,2016,January,25
Maine,2016,July,0
Maine,2016,June,0
Maine,2016,March,31
Maine,2016,May,0
Maine,2016,November,0
Maine,2016,October,0
Maine,2016,September,0
Maine,2016,September,0
Maine,2017,April,30
Maine,2017,August,0
Maine,2017,December,0
Maine,2017,February,28
Maine,2017,January,29
Maine,2017,July,4
Maine,2017,June,30
Maine,2017,March,31
Maine,2017,May,31
Maine,2017,November,0
Maine,2017,October,0
Maine,2017,September,0
Maine,2017,September,0
Maine,2018,April,30
Maine,2018,August,0
Maine,2018,December,0
Maine,2018,February,28
Maine,2018,January,29
Maine,2018,July,0
Maine,2018,June,0
Maine,2018,March,31
Maine,2018,May,2
Maine,2018,November,0
Maine,2018,October,0
Maine,2018,September,0
Maine,2018,September,0
Maine,2019,April,0
Maine,2019,August,0
Maine,2019,December,0
Maine,2019,February,0
Maine,2019,January,0
Maine,2019,July,0
Maine,2019,June,0
Maine,2019,March,0
Maine,2019,May,0
Maine,2019,November,0
Maine,2019,October,0
Maine,2019,September,0
Maine,2019,September,0
Maryland,2014,April,7
Maryland,2014,August,0
Maryland,2014,December,0
Maryland,2014,February,28
Maryland,2014,January,23
Maryland,2014,July,0
Maryland,2014,June,0
Maryland,2014,March,31
Maryland,2014,May,0
Maryland,2014,November,0
Maryland,2014,October,0
Maryland,2014,September,0
Maryland,2014,September,0
Maryland,2015,April,13
Maryland,2015,August,0
Maryland,2015,December,0
Maryland,2015,February,28
Maryland,2015,January,17
Maryland,2015,July,0
Maryland,2015,June,0
Maryland,2015,March,31
Maryland,2015,May,0
Maryland,2015,November,0
Maryland,2015,October,0
Maryland,2015,September,0
Maryland,2015,September,0
Maryland,2016,April,11
Maryland,2016,August,0
Maryland,2016,December,0
Maryland,2016,February,29
Maryland,2016,January,18
Maryland,2016,July,0
Maryland,2016,June,0
Maryland,2016,March,31
Maryland,2016,May,0
Maryland,2016,November,0
Maryland,2016,October,0
Maryland,2016,September,0
Maryland,2016,September,0
Maryland,2017,April,10
Maryland,2017,August,0
Maryland,2017,December,0
Maryland,2017,February,28
Maryland,2017,January,20
Maryland,2017,July,0
Maryland,2017,June,0
Maryland,2017,March,31
Maryland,2017,May,0
Maryland,2017,November,0
Maryland,2017,October,0
Maryland,2017,September,0
Maryland,2017,September,0
Maryland,2018,April,9
Maryland,2018,August,0
Maryland,2018,December,0
Maryland,2018,February,28
Maryland,2018,January,21
Maryland,2018,July,0
Maryland,2018,June,0
Maryland,2018,March,31
Maryland,2018,May,0
Maryland,2018,November,0
Maryland,2018,October,0
Maryland,2018,September,0
Maryland,2018,September,0
Maryland,2019,April,8
Maryland,2019,August,0
Maryland,2019,December,0
Maryland,2019,February,28
Maryland,2019,January,22
Maryland,2019,July,0
Maryland,2019,June,0
Maryland,2019,March,31
Maryland,2019,May,0
Maryland,2019,November,0
Maryland,2019,October,0
Maryland,2019,September,0
Maryland,2019,September,0
Massachusetts,2014,April,30
Massachusetts,2014,August,31
Massachusetts,2014,December,31
Massachusetts,2014,February,28
Massachusetts,2014,January,30
Massachusetts,2014,July,31
Massachusetts,2014,June,30
Massachusetts,2014,March,31
Massachusetts,2014,May,31
Massachusetts,2014,November,30
Massachusetts,2014,October,31
Massachusetts,2014,September,30
Massachusetts,2014,September,30
Massachusetts,2015,April,30
Massachusetts,2015,August,31
Massachusetts,2015,December,31
Massachusetts,2015,February,28
Massachusetts,2015,January,24
Massachusetts,2015,July,31
Massachusetts,2015,June,30
Massachusetts,2015,March,31
Massachusetts,2015,May,31
Massachusetts,2015,November,30
Massachusetts,2015,October,31
Massachusetts,2015,September,30
Massachusetts,2015,September,30
Massachusetts,2016,April,30
Massachusetts,2016,August,31
Massachusetts,2016,December,31
Massachusetts,2016,February,29
Massachusetts,2016,January,25
Massachusetts,2016,July,31
Massachusetts,2016,June,30
Massachusetts,2016,March,31
Massachusetts,2016,May,31
Massachusetts,2016,November,30
Massachusetts,2016,October,31
Massachusetts,2016,September,30
Massachusetts,2016,September,30
Massachusetts,2017,April,30
Massachusetts,2017,August,31
Massachusetts,2017,December,0
Massachusetts,2017,February,28
Massachusetts,2017,January,27
Massachusetts,2017,July,31
Massachusetts,2017,June,30
Massachusetts,2017,March,31
Massachusetts,2017,May,31
Massachusetts,2017,November,15
Massachusetts,2017,October,31
Massachusetts,2017,September,30
Massachusetts,2017,September,30
Massachusetts,2018,April,30
Massachusetts,2018,August,0
Massachusetts,2018,December,0
Massachusetts,2018,February,28
Massachusetts,2018,January,28
Massachusetts,2018,July,31
Massachusetts,2018,June,30
Massachusetts,2018,March,31
Massachusetts,2018,May,31
Massachusetts,2018,November,0
Massachusetts,2018,October,0
Massachusetts,2018,September,0
Massachusetts,2018,September,0
Massachusetts,2019,April,30
Massachusetts,2019,August,31
Massachusetts,2019,December,0
Massachusetts,2019,February,28
Massachusetts,2019,January,29
Massachusetts,2019,July,31
Massachusetts,2019,June,30
Massachusetts,2019,March,31
Massachusetts,2019,May,31
Massachusetts,2019,November,20
Massachusetts,2019,October,31
Massachusetts,2019,September,30
Massachusetts,2019,September,30
Michigan,2014,April,30
Michigan,2014,August,31
Michigan,2014,December,31
Michigan,2014,February,28
Michigan,2014,January,23
Michigan,2014,July,31
Michigan,2014,June,30
Michigan,2014,March,31
Michigan,2014,May,31
Michigan,2014,November,30
Michigan,2014,October,31
Michigan,2014,September,30
Michigan,2014,September,30
Michigan,2015,April,30
Michigan,2015,August,31
Michigan,2015,December,31
Michigan,2015,February,28
Michigan,2015,January,17
Michigan,2015,July,31
Michigan,2015,June,30
Michigan,2015,March,31
Michigan,2015,May,31
Michigan,2015,November,30
Michigan,2015,October,31
Michigan,2015,September,30
Michigan,2015,September,30
Michigan,2016,April,30
Michigan,2016,August,31
Michigan,2016,December,31
Michigan,2016,February,29
Michigan,2016,January,18
Michigan,2016,July,31
Michigan,2016,June,30
Michigan,2016,March,31
Michigan,2016,May,31
Michigan,2016,November,30
Michigan,2016,October,31
Michigan,2016,September,30
Michigan,2016,September,30
Michigan,2017,April,30
Michigan,2017,August,31
Michigan,2017,December,31
Michigan,2017,February,28
Michigan,2017,January,20
Michigan,2017,July,31
Michigan,2017,June,30
Michigan,2017,March,31
Michigan,2017,May,31
Michigan,2017,November,30
Michigan,2017,October,31
Michigan,2017,September,30
Michigan,2017,September,30
Michigan,2018,April,30
Michigan,2018,August,31
Michigan,2018,December,31
Michigan,2018,February,28
Michigan,2018,January,21
Michigan,2018,July,31
Michigan,2018,June,30
Michigan,2018,March,31
Michigan,2018,May,31
Michigan,2018,November,30
Michigan,2018,October,31
Michigan,2018,September,30
Michigan,2018,September,30
Michigan,2019,April,30
Michigan,2019,August,31
Michigan,2019,December,31
Michigan,2019,February,28
Michigan,2019,January,22
Michigan,2019,July,31
Michigan,2019,June,30
Michigan,2019,March,31
Michigan,2019,May,31
Michigan,2019,November,30
Michigan,2019,October,31
Michigan,2019,September,30
Michigan,2019,September,30
Minnesota,2014,April,30
Minnesota,2014,August,0
Minnesota,2014,December,0
Minnesota,2014,February,3
Minnesota,2014,January,0
Minnesota,2014,July,0
Minnesota,2014,June,0
Minnesota,2014,March,31
Minnesota,2014,May,21
Minnesota,2014,November,0
Minnesota,2014,October,0
Minnesota,2014,September,0
Minnesota,2014,September,0
Minnesota,2015,April,30
Minnesota,2015,August,0
Minnesota,2015,December,0
Minnesota,2015,February,28
Minnesota,2015,January,25
Minnesota,2015,July,0
Minnesota,2015,June,0
Minnesota,2015,March,31
Minnesota,2015,May,18
Minnesota,2015,November,0
Minnesota,2015,October,0
Minnesota,2015,September,0
Minnesota,2015,September,0
Minnesota,2016,April,30
Minnesota,2016,August,0
Minnesota,2016,December,0
Minnesota,2016,February,0
Minnesota,2016,January,0
Minnesota,2016,July,0
Minnesota,2016,June,0
Minnesota,2016,March,23
Minnesota,2016,May,23
Minnesota,2016,November,0
Minnesota,2016,October,0
Minnesota,2016,September,0
Minnesota,2016,September,0
Minnesota,2017,April,30
Minnesota,2017,August,0
Minnesota,2017,December,0
Minnesota,2017,February,28
Minnesota,2017,January,28
Minnesota,2017,July,0
Minnesota,2017,June,0
Minnesota,2017,March,31
Minnesota,2017,May,22
Minnesota,2017,November,0
Minnesota,2017,October,0
Minnesota,2017,September,0
Minnesota,2017,September,0
Minnesota,2018,April,30
Minnesota,2018,August,0
Minnesota,2018,December,0
Minnesota,2018,February,8
Minnesota,2018,January,0
Minnesota,2018,July,0
Minnesota,2018,June,0
Minnesota,2018,March,31
Minnesota,2018,May,20
Minnesota,2018,November,0
Minnesota,2018,October,0
Minnesota,2018,September,0
Minnesota,2018,September,0
Minnesota,2019,April,30
Minnesota,2019,August,0
Minnesota,2019,December,0
Minnesota,2019,February,28
Minnesota,2019,January,23
Minnesota,2019,July,0
Minnesota,2019,June,0
Minnesota,2019,March,31
Minnesota,2019,May,20
Minnesota,2019,November,0
Minnesota,2019,October,0
Minnesota,2019,September,0
Minnesota,2019,September,0
Mississippi,2014,April,3
Mississippi,2014,August,0
Mississippi,2014,December,0
Mississippi,2014,February,28
Mississippi,2014,January,24
Mississippi,2014,July,0
Mississippi,2014,June,0
Mississippi,2014,March,31
Mississippi,2014,May,0
Mississippi,2014,November,0
Mississippi,2014,October,0
Mississippi,2014,September,0
Mississippi,2014,September,0
Mississippi,2015,April,2
Mississippi,2015,August,0
Mississippi,2015,December,0
Mississippi,2015,February,28
Mississippi,2015,January,25
Mississippi,2015,July,0
Mississippi,2015,June,0
Mississippi,2015,March,31
Mississippi,2015,May,0
Mississippi,2015,November,0
Mississippi,2015,October,0
Mississippi,2015,September,0
Mississippi,2015,September,0
Mississippi,2016,April,21
Mississippi,2016,August,0
Mississippi,2016,December,0
Mississippi,2016,February,29
Mississippi,2016,January,26
Mississippi,2016,July,0
Mississippi,2016,June,0
Mississippi,2016,March,31
Mississippi,2016,May,0
Mississippi,2016,November,0
Mississippi,2016,October,0
Mississippi,2016,September,0
Mississippi,2016,September,0
Mississippi,2017,April,0
Mississippi,2017,August,0
Mississippi,2017,December,0
Mississippi,2017,February,28
Mississippi,2017,January,28
Mississippi,2017,July,0
Mississippi,2017,June,0
Mississippi,2017,March,29
Mississippi,2017,May,0
Mississippi,2017,November,0
Mississippi,2017,October,0
Mississippi,2017,September,0
Mississippi,2017,September,0
Mississippi,2018,April,0
Mississippi,2018,August,0
Mississippi,2018,December,0
Mississippi,2018,February,28
Mississippi,2018,January,29
Mississippi,2018,July,0
Mississippi,2018,June,0
Mississippi,2018,March,28
Mississippi,2018,May,0
Mississippi,2018,November,0
Mississippi,2018,October,0
Mississippi,2018,September,0
Mississippi,2018,September,0
Mississippi,2019,April,0
Mississippi,2019,August,0
Mississippi,2019,December,0
Mississippi,2019,February,28
Mississippi,2019,January,23
Mississippi,2019,July,0
Mississippi,2019,June,0
Mississippi,2019,March,29
Mississippi,2019,May,0
Mississippi,2019,November,0
Mississippi,2019,October,0
Mississippi,2019,September,0
Mississippi,2019,September,0
Missouri,2014,April,30
Missouri,2014,August,0
Missouri,2014,December,0
Missouri,2014,February,28
Missouri,2014,January,23
Missouri,2014,July,0
Missouri,2014,June,0
Missouri,2014,March,31
Missouri,2014,May,30
Missouri,2014,November,0
Missouri,2014,October,0
Missouri,2014,September,0
Missouri,2014,September,0
Missouri,2015,April,30
Missouri,2015,August,0
Missouri,2015,December,0
Missouri,2015,February,28
Missouri,2015,January,24
Missouri,2015,July,0
Missouri,2015,June,0
Missouri,2015,March,31
Missouri,2015,May,27
Missouri,2015,November,0
Missouri,2015,October,0
Missouri,2015,September,0
Missouri,2015,September,0
Missouri,2016,April,30
Missouri,2016,August,0
Missouri,2016,December,0
Missouri,2016,February,29
Missouri,2016,January,25
Missouri,2016,July,0
Missouri,2016,June,0
Missouri,2016,March,31
Missouri,2016,May,13
Missouri,2016,November,0
Missouri,2016,October,0
Missouri,2016,September,0
Missouri,2016,September,0
Missouri,2017,April,30
Missouri,2017,August,0
Missouri,2017,December,0
Missouri,2017,February,28
Missouri,2017,January,27
Missouri,2017,July,0
Missouri,2017,June,0
Missouri,2017,March,31
Missouri,2017,May,12
Missouri,2017,November,0
Missouri,2017,October,0
Missouri,2017,September,0
Missouri,2017,September,0
Missouri,2018,April,30
Missouri,2018,August,0
Missouri,2018,December,0
Missouri,2018,February,28
Missouri,2018,January,28
Missouri,2018,July,0
Missouri,2018,June,0
Missouri,2018,March,31
Missouri,2018,May,18
Missouri,2018,November,0
Missouri,2018,October,0
Missouri,2018,September,0
Missouri,2018,September,0
Missouri,2019,April,30
Missouri,2019,August,0
Missouri,2019,December,0
Missouri,2019,February,28
Missouri,2019,January,22
Missouri,2019,July,0
Missouri,2019,June,0
Missouri,2019,March,31
Missouri,2019,May,17
Missouri,2019,November,0
Missouri,2019,October,0
Missouri,2019,September,0
Missouri,2019,September,0
Montana,2014,April,0
Montana,2014,August,0
Montana,2014,December,0
Montana,2014,February,0
Montana,2014,January,0
Montana,2014,July,0
Montana,2014,June,0
Montana,2014,March,0
Montana,2014,May,0
Montana,2014,November,0
Montana,2014,October,0
Montana,2014,September,0
Montana,2014,September,0
Montana,2015,April,28
Montana,2015,August,0
Montana,2015,December,0
Montana,2015,February,28
Montana,2015,January,26
Montana,2015,July,0
Montana,2015,June,0
Montana,2015,March,31
Montana,2015,May,0
Montana,2015,November,0
Montana,2015,October,0
Montana,2015,September,0
Montana,2015,September,0
Montana,2016,April,0
Montana,2016,August,0
Montana,2016,December,0
Montana,2016,February,0
Montana,2016,January,0
Montana,2016,July,0
Montana,2016,June,0
Montana,2016,March,0
Montana,2016,May,0
Montana,2016,November,0
Montana,2016,October,0
Montana,2016,September,0
Montana,2016,September,0
Montana,2017,April,28
Montana,2017,August,0
Montana,2017,December,0
Montana,2017,February,28
Montana,2017,January,29
Montana,2017,July,0
Montana,2017,June,0
Montana,2017,March,31
Montana,2017,May,0
Montana,2017,November,0
Montana,2017,October,0
Montana,2017,September,0
Montana,2017,September,0
Montana,2018,April,0
Montana,2018,August,0
Montana,2018,December,0
Montana,2018,February,0
Montana,2018,January,0
Montana,2018,July,0
Montana,2018,June,0
Montana,2018,March,0
Montana,2018,May,0
Montana,2018,November,0
Montana,2018,October,0
Montana,2018,September,0
Montana,2018,September,0
Montana,2019,April,25
Montana,2019,August,0
Montana,2019,December,0
Montana,2019,February,28
Montana,2019,January,24
Montana,2019,July,0
Montana,2019,June,0
Montana,2019,March,31
Montana,2019,May,0
Montana,2019,November,0
Montana,2019,October,0
Montana,2019,September,0
Montana,2019,September,0
Nebraska,2014,April,17
Nebraska,2014,August,0
Nebraska,2014,December,0
Nebraska,2014,February,28
Nebraska,2014,January,23
Nebraska,2014,July,0
Nebraska,2014,June,0
Nebraska,2014,March,31
Nebraska,2014,May,0
Nebraska,2014,November,0
Nebraska,2014,October,0
Nebraska,2014,September,0
Nebraska,2014,September,0
Nebraska,2015,April,30
Nebraska,2015,August,0
Nebraska,2015,December,0
Nebraska,2015,February,28
Nebraska,2015,January,24
Nebraska,2015,July,0
Nebraska,2015,June,0
Nebraska,2015,March,31
Nebraska,2015,May,29
Nebraska,2015,November,0
Nebraska,2015,October,0
Nebraska,2015,September,0
Nebraska,2015,September,0
Nebraska,2016,April,20
Nebraska,2016,August,0
Nebraska,2016,December,0
Nebraska,2016,February,29
Nebraska,2016,January,25
Nebraska,2016,July,0
Nebraska,2016,June,0
Nebraska,2016,March,31
Nebraska,2016,May,0
Nebraska,2016,November,0
Nebraska,2016,October,0
Nebraska,2016,September,0
Nebraska,2016,September,0
Nebraska,2017,April,30
Nebraska,2017,August,0
Nebraska,2017,December,0
Nebraska,2017,February,28
Nebraska,2017,January,27
Nebraska,2017,July,0
Nebraska,2017,June,0
Nebraska,2017,March,31
Nebraska,2017,May,23
Nebraska,2017,November,0
Nebraska,2017,October,0
Nebraska,2017,September,0
Nebraska,2017,September,0
Nebraska,2018,April,18
Nebraska,2018,August,0
Nebraska,2018,December,0
Nebraska,2018,February,28
Nebraska,2018,January,28
Nebraska,2018,July,0
Nebraska,2018,June,0
Nebraska,2018,March,31
Nebraska,2018,May,0
Nebraska,2018,November,0
Nebraska,2018,October,0
Nebraska,2018,September,0
Nebraska,2018,September,0
Nebraska,2019,April,30
Nebraska,2019,August,0
Nebraska,2019,December,0
Nebraska,2019,February,28
Nebraska,2019,January,22
Nebraska,2019,July,0
Nebraska,2019,June,0
Nebraska,2019,March,31
Nebraska,2019,May,31
Nebraska,2019,November,0
Nebraska,2019,October,0
Nebraska,2019,September,0
Nebraska,2019,September,0
Nevada,2014,April,0
Nevada,2014,August,0
Nevada,2014,December,0
Nevada,2014,February,0
Nevada,2014,January,0
Nevada,2014,July,0
Nevada,2014,June,0
Nevada,2014,March,0
Nevada,2014,May,0
Nevada,2014,November,0
Nevada,2014,October,0
Nevada,2014,September,0
Nevada,2014,September,0
Nevada,2015,April,30
Nevada,2015,August,0
Nevada,2015,December,0
Nevada,2015,February,26
Nevada,2015,January,0
Nevada,2015,July,0
Nevada,2015,June,1
Nevada,2015,March,31
Nevada,2015,May,31
Nevada,2015,November,0
Nevada,2015,October,0
Nevada,2015,September,0
Nevada,2015,September,0
Nevada,2016,April,0
Nevada,2016,August,0
Nevada,2016,December,0
Nevada,2016,February,0
Nevada,2016,January,0
Nevada,2016,July,0
Nevada,2016,June,0
Nevada,2016,March,0
Nevada,2016,May,0
Nevada,2016,November,0
Nevada,2016,October,0
Nevada,2016,September,0
Nevada,2016,September,0
Nevada,2017,April,30
Nevada,2017,August,0
Nevada,2017,December,0
Nevada,2017,February,22
Nevada,2017,January,0
Nevada,2017,July,0
Nevada,2017,June,5
Nevada,2017,March,31
Nevada,2017,May,31
Nevada,2017,November,0
Nevada,2017,October,0
Nevada,2017,September,0
Nevada,2017,September,0
Nevada,2018,April,0
Nevada,2018,August,0
Nevada,2018,December,0
Nevada,2018,February,0
Nevada,2018,January,0
Nevada,2018,July,0
Nevada,2018,June,0
Nevada,2018,March,0
Nevada,2018,May,0
Nevada,2018,November,0
Nevada,2018,October,0
Nevada,2018,September,0
Nevada,2018,September,0
Nevada,2019,April,30
Nevada,2019,August,0
Nevada,2019,December,0
Nevada,2019,February,24
Nevada,2019,January,0
Nevada,2019,July,0
Nevada,2019,June,3
Nevada,2019,March,31
Nevada,2019,May,31
Nevada,2019,November,0
Nevada,2019,October,0
Nevada,2019,September,0
Nevada,2019,September,0
New Hampshire,2014,April,30
New Hampshire,2014,August,0
New Hampshire,2014,December,0
New Hampshire,2014,February,28
New Hampshire,2014,January,23
New Hampshire,2014,July,1
New Hampshire,2014,June,30
New Hampshire,2014,March,31
New Hampshire,2014,May,31
New Hampshire,2014,November,0
New Hampshire,2014,October,0
New Hampshire,2014,September,0
New Hampshire,2014,September,0
New Hampshire,2015,April,30
New Hampshire,2015,August,0
New Hampshire,2015,December,0
New Hampshire,2015,February,28
New Hampshire,2015,January,24
New Hampshire,2015,July,1
New Hampshire,2015,June,30
New Hampshire,2015,March,31
New Hampshire,2015,May,31
New Hampshire,2015,November,0
New Hampshire,2015,October,0
New Hampshire,2015,September,0
New Hampshire,2015,September,0
New Hampshire,2016,April,30
New Hampshire,2016,August,0
New Hampshire,2016,December,0
New Hampshire,2016,February,29
New Hampshire,2016,January,25
New Hampshire,2016,July,1
New Hampshire,2016,June,30
New Hampshire,2016,March,31
New Hampshire,2016,May,31
New Hampshire,2016,November,0
New Hampshire,2016,October,0
New Hampshire,2016,September,0
New Hampshire,2016,September,0
New Hampshire,2017,April,30
New Hampshire,2017,August,0
New Hampshire,2017,December,0
New Hampshire,2017,February,28
New Hampshire,2017,January,27
New Hampshire,2017,July,0
New Hampshire,2017,June,22
New Hampshire,2017,March,31
New Hampshire,2017,May,31
New Hampshire,2017,November,0
New Hampshire,2017,October,0
New Hampshire,2017,September,0
New Hampshire,2017,September,0
New Hampshire,2018,April,30
New Hampshire,2018,August,0
New Hampshire,2018,December,0
New Hampshire,2018,February,28
New Hampshire,2018,January,28
New Hampshire,2018,July,0
New Hampshire,2018,June,30
New Hampshire,2018,March,31
New Hampshire,2018,May,31
New Hampshire,2018,November,0
New Hampshire,2018,October,0
New Hampshire,2018,September,0
New Hampshire,2018,September,0
New Hampshire,2019,April,30
New Hampshire,2019,August,0
New Hampshire,2019,December,0
New Hampshire,2019,February,28
New Hampshire,2019,January,29
New Hampshire,2019,July,0
New Hampshire,2019,June,30
New Hampshire,2019,March,31
New Hampshire,2019,May,31
New Hampshire,2019,November,0
New Hampshire,2019,October,0
New Hampshire,2019,September,0
New Hampshire,2019,September,0
New Jersey,2014,April,30
New Jersey,2014,August,31
New Jersey,2014,December,31
New Jersey,2014,February,28
New Jersey,2014,January,17
New Jersey,2014,July,31
New Jersey,2014,June,30
New Jersey,2014,March,31
New Jersey,2014,May,31
New Jersey,2014,November,30
New Jersey,2014,October,31
New Jersey,2014,September,30
New Jersey,2014,September,30
New Jersey,2015,April,30
New Jersey,2015,August,31
New Jersey,2015,December,31
New Jersey,2015,February,28
New Jersey,2015,January,18
New Jersey,2015,July,31
New Jersey,2015,June,30
New Jersey,2015,March,31
New Jersey,2015,May,31
New Jersey,2015,November,30
New Jersey,2015,October,31
New Jersey,2015,September,30
New Jersey,2015,September,30
New Jersey,2016,April,30
New Jersey,2016,August,31
New Jersey,2016,December,31
New Jersey,2016,February,29
New Jersey,2016,January,19
New Jersey,2016,July,31
New Jersey,2016,June,30
New Jersey,2016,March,31
New Jersey,2016,May,31
New Jersey,2016,November,30
New Jersey,2016,October,31
New Jersey,2016,September,30
New Jersey,2016,September,30
New Jersey,2017,April,30
New Jersey,2017,August,31
New Jersey,2017,December,29
New Jersey,2017,February,28
New Jersey,2017,January,21
New Jersey,2017,July,31
New Jersey,2017,June,30
New Jersey,2017,March,31
New Jersey,2017,May,31
New Jersey,2017,November,30
New Jersey,2017,October,31
New Jersey,2017,September,30
New Jersey,2017,September,30
New Jersey,2018,April,30
New Jersey,2018,August,31
New Jersey,2018,December,31
New Jersey,2018,February,28
New Jersey,2018,January,22
New Jersey,2018,July,31
New Jersey,2018,June,30
New Jersey,2018,March,31
New Jersey,2018,May,31
New Jersey,2018,November,30
New Jersey,2018,October,31
New Jersey,2018,September,30
New Jersey,2018,September,30
New Jersey,2019,April,30
New Jersey,2019,August,31
New Jersey,2019,December,31
New Jersey,2019,February,28
New Jersey,2019,January,22
New Jersey,2019,July,31
New Jersey,2019,June,30
New Jersey,2019,March,31
New Jersey,2019,May,31
New Jersey,2019,November,30
New Jersey,2019,October,31
New Jersey,2019,September,30
New Jersey,2019,September,30
New Mexico,2014,April,0
New Mexico,2014,August,0
New Mexico,2014,December,0
New Mexico,2014,February,0
New Mexico,2014,January,10
New Mexico,2014,July,0
New Mexico,2014,June,0
New Mexico,2014,March,0
New Mexico,2014,May,0
New Mexico,2014,November,0
